ID,What is your age,What is your gender identity,Other (please specify)...4,American Indian or Alaska Native,Asian or Asian American,Black or African American,Hispanic or Latino,Middle Eastern or North African,Native Hawaiian or other Pacific Islander,White,Another race,Other (please specify)...13,In what state or U.S. territory do you live?,What is the geography of your place of residence?,Which of the following best describes your current relationship status?,What is the highest level of education you have completed?,Protestantism,Catholicism,Christianity,Judaism,Islam,Buddhism,Hinduism,Native American,Inter/Non-denominational,No religion,Other (please specify)...28,Peer_0001,Peer_0002,Peer_0003,Peer_0004,Peer_0005,Peer_0006,Peer_0007,Peer_0008,Peer_0009,Peer_0010,Peer_0011,Peer_0012,Mentor_0001,Mentor_0002,Mentor_0003,Mentor_0004,Mentor_0005,Mentor_0006,Mentor_0007,Mentor_0008,Mentor_0009,Mentor_0010,Mentor_0011,Community_0001,Community_0002,Community_0003,Community_0004,Community_0005,Community_0006,Community_0007,Community_0008,Community_0009,Community_0010,Community_0011,Community_0012,Community_0013,Community_0014,Loneliness_0001,Loneliness_0002,Loneliness_0003,Loneliness_0004,Loneliness_0005,Loneliness_0006,Loneliness_0007,Loneliness_0008,Loneliness_0009,Loneliness_0010,Loneliness_0011
115056499344,39,Cisgender man,NA,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,Arkansas,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,2,1,5,5,5,5,4,4,2,1,2,4,3,4,4,3,3,2,2,1,1,2,1,1,3,4,1,1,1,1,1,5,1,3,4,3,1,5,5,3,2,5
115056499740,41,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,3,2,2,4,2,4,4,4,2,3,4
115056492155,37,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Urban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,3,4,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,4,3,3,3,3,4,4,4,2,2,2,4,2,3,4,3,3,2,4,5,2,2,4,3,2
115056497580,39,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Suburban,"Single, never married",Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,5,3,1,3,3,5,4,4,5,5,4,3,4,4,4,4,4,3,2,3,2,1,3,2,4,3,5,3,3,2,3,3,4,4,2,3,2,3,2,2,3,2,3
115056498616,41,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,3,3,2,3,3,1,3,2,2,3,2,4,3,2,4,2,3,2,2,3,3,3,2,3,3,3,2,2,4,3,3,4,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2
115056494299,27,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Urban,"Single, never married",Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,2,4,1,5,5,1,1,1,1,1,5,5,1,4,5,1,1,5,5,1
115056499202,42,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Illinois,Urban,"Single, never married",Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,2,1,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,3,3,1,1,3,1,1,3,2,2,1,1,3,1,5,1,1,5,1,1,5,5,1,1,5
115056491990,31,Non-binary,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Rural,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,3,3,3,4,3,3,4,2,2,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,4,2,1,1,1,2,4,5,1,5,4,2,2,4,4,1
115056496384,33,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,4,4,4,3,2,3,3,4,4,2,3,3,3,2,4,4,4,4,3,3,3,2,2,2,1,3,2,1,3,2,2,2,2,2,3,2,2,4,4,2,4,4,2,2,4,3,2
115056495369,24,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Texas,Suburban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,4,5,5,5,4,2,2,4,5,5,4,4,5,4,5,5,5,5,3,5,4,5,3,3,2,4,2,5,3,3,3,4,2,2,4,2,4,2,1,1,3,5,1,2,2,3,4
115056494406,41,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,3,2,4,3,4,1,3,1,2,3,1,3,4,1,2,2,3,3,2,3,2,3,4,2,1,1,3,1,4,3,2,1,1,1,3,2,3,5,4,2,4,5,1,1,4,4,2
115056496447,41,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Illinois,Rural,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,4,4,4,4,4,4,3,3,4,4,4,2,2,3,4,3,2,2,3,2,2,3,1,1,1,1,1,1,3,1,5,3,1,1,1,1,5,3,3,5,3,4,3,2,4,2,4
115056492652,41,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Georgia,Suburban,"Single, never married",Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,5,5,3,5,5,5,5,5,4,4,4,5,4,5,5,5,5,3,4,5,5,2,1,4,3,1,5,1,1,5,3,4,3,5,1,2,5,1,1,4,5,1,1,5
115056499357,72,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Rural,Married,Graduated from high school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115056493588,35,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Georgia,Urban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,3,3,3,3,3,2,3,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,2,5,4,1,2,3,1,2,2,2,2,2,2,1,1,1,3,2
115056493625,48,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,5,3,3,3,5,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,5,3,4,4,5,2,3,4,2,2,3,4,2,1,5
115056496272,33,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Massachusetts,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,4,2,3,4,3,3,4,4,3,3,3
115056461785,39,Cisgender woman,Woman,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Rural,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,4,4,3,4,3,3,3,3,2,3,3,4,3,4,4,3,4,3,3,3,2,3,2,NA,3,3,4,2,2,3,2,3,3,3,4,3,3,3,2,2,3,2,2,3
115056493911,56,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Urban,"Single, never married",Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,2,3,3,3,3,4,4,3,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3,4,2,2,3,3,3
115056495072,58,Cisgender woman,NA,NA,NA,NA,NA,Middle Eastern or North African,NA,White,NA,NA,Pennsylvania,Exurban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,2,2,3,3,3,3,2,4,1,2,3,2,1,2,1,2,1,2,1,NA,2,1,1,1,1,1,3,1,1,5,1,4,4,1,1,4,1,2,4,4,1,3,3,1,1,3,5,2
115056490992,46,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Tennessee,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,Inter/Non-denominational,NA,NA,4,3,3,3,4,5,4,2,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,2,3,2,4,3,4,3,3,4,3,3,3,4,2,5,3,3,4,2,3,2,3,2,3,3
115056491691,55,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Ohio,Rural,Divorced,1 year of college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,5,3,4,2,4,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,2,3,4,2,3,4,4,2,3,2,3,4,2,1,2,2,3,1,3,2,3,3
115056488983,30,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Ohio,Suburban,Married,Graduated from college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,4,4,5,2,NA,4,3,5,3,5,5,3,3,2,3,4,4,5,2,5,3,3,2,1,3,3,2,3,3,2,2,2,3,2,5,3,2,3,3,2,3,4,3,1,4
115056490878,37,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Urban,Cohabiting with a significant other or in a domestic partnership,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,Spirituality,4,3,5,5,5,5,3,2,4,4,5,5,5,5,4,3,2,3,2,3,3,2,2,3,3,2,3,3,4,2,4,2,4,3,2,4,3,5,2,2,4,2,3,3,4,3,1,4
115056488604,33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Rural,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,4,4,4,4,3,2,4,4,5,4,3,3,2,3,2,3,2,3,3,2,3,3,3,2,2,2,1,3,2,3,3,2,1,2,NA,2,4,5,2,4,5,1,2,4,4,2
115056481195,41,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Alabama,Rural,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,2,3,2,2,3,3,3,2,3,2,3,3,4,3,3,4,3,4,2,2,2,3,2,2,4,3,3,3,2,2,2,2,3,4,3,2,2,4,2,3,2,2,3
115056491567,26,Non-binary,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Louisiana,Urban,"Single, never married",Graduated from high school,NA,NA,Christianity,Judaism,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,5,NA,4,NA,3,5,4,3,5,3,5,5,3,5,5,3,5,5,3,4,5,3,3,3,3,5,4,5,5,3,5,3,4,2,2,4,1,2,3,4,1,1,3
115056493074,31,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Illinois,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,4,4,5,5,5,3,1,4,5,5,5,3,4,2,2,2,2,1,3,4,3,1,3,3,1,3,2,2,3,2,1,3,3,2,2,1,5,2,2,4,2,2,4,4,2,2,4
115056489970,30,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Illinois,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,3,3,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,4,4,4,2,2,3,3,4,2,2,4,3,4,4,2,2,2,2,4,2,3,2,2,3,2,3,2,4,3
115056490248,31,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Indiana,Suburban,Married,Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3
115056486928,55,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Alabama,Suburban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,4,1,3,3,3,2,3,3,3,4,5,4,3,3,3,3,2,3,2,3,1,3,2,1,3,3,2,2,3,1,3,1,4,5,3,2,2,4,2,2,3,1,2
115056489511,36,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Illinois,Urban,Cohabiting with a significant other or in a domestic partnership,Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,4,3,5,4,4,3,2,4,3,3,4,2,3,4,4,4,4,5,1,2,5,2,3,5,4,2,2,5
115056493998,48,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Missouri,Urban,Divorced,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115056489925,46,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Cohabiting with a significant other or in a domestic partnership,2 years of college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,3,2,2,3,4,4,3,3,3,2,4,2,3,2,3,3,1,3,3,1,1,5,2,1,1,2,2,1,1,1,2,2,5,2,1,4,1,1,2,5,1,1,3
115056492801,24,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,New York,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,1,5,5,5,5,3,5,3,3,4,4,4,4,4,4,4,5,5,3,1,4,4,2,4,2,2,4,4,4,4,5,1,1,5,1,3,4,4,1,1,5
115056489060,38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wicca/Pagan,5,4,4,4,3,3,4,2,3,3,3,4,4,4,3,5,3,5,3,4,4,3,3,4,5,3,2,4,4,2,4,3,3,3,4,4,3,5,2,3,4,2,2,4,3,2,2,5
115056483989,45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Utah,Suburban,Married,3 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,3,4,2,3,2,2,1,2,2,2,2,2,2,3,3,2,2,1,2,2,3,1,1,5,1,4,4,2,2,3,2,3,4,4,3,3,4,2,2,3,4,2
115056486140,29,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Minnesota,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,4,4,5,3,5,3,1,3,4,5,5,3,5,3,4,2,4,2,4,3,2,4,3,3,1,3,3,2,1,3,4,4,2,1,2,2,5,3,1,5,2,1,2,4,2,1,4
115056480387,73,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,2,2,4,4,5,5,3,1,1,4,5,5,4,5,5,4,4,3,4,4,3,3,2,3,4,3,1,4,3,3,4,2,1,4,3,3,3,3,4,4,2,4,4,1,2,4,3,1
115056489061,35,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Illinois,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,2,3,3,3,3,4,3,4,3,2,3,3,4,3,2,4,3,3,4,4,3,3,2,2,3,1,3,2,1,3,2,4,4,1,1,1,1,5,4,3,4,4,5,4,3,4,3,2
115056488436,29,Non-binary,Man,NA,NA,NA,NA,NA,NA,White,NA,NA,Nebraska,Urban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,3,NA,3,NA,4,NA,2,3,4,5,5,4,4,3,3,3,2,1,2,1,1,1,1,1,1,5,1,1,5,3,5,4,1,1,2,1,3,3,2,2,3,3,1,2,4,3,4
115056490057,29,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Wisconsin,Urban,Cohabiting with a significant other or in a domestic partnership,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,4,4,5,5,5,3,1,4,5,5,5,5,4,3,4,4,4,4,4,4,5,4,4,3,3,1,4,4,1,5,1,1,3,3,4,3,5,1,2,4,2,3,4,4,1,1,5
115056476670,33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oregon,Suburban,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,3,4,3,4,5,NA,1,3,4,3,NA,2,3,3,4,4,4,2,2,4,4,NA,4,4,3,3,3,4,3,2,4,4,3,3,2,4,2,3,3,3,4,2,4
115056484082,49,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Suburban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,3,4,4,4,4,3,3,3,4,3,4,4,4,3,3,4,3,3,3,4,3,3,2,3,1,1,3,2,3,3,2,2,3,2,2,2,2,4,4,2,3,3,2,2,3,3,2
115056488531,25,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Florida,Suburban,"Single, never married",Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,2,2,4,4,4,4,3,4,3,3,4,4,4,4,4,2,4,3,3,2,3,2,2,2,3,4,3,2,2,4,2,5,1,3,4,2,3,4,4,4,2,4
115056486762,36,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,3,3,2,5,2,3,3,3,2,4,4,4,4,3,4,4,4,3,4,4,3,4,2,2,2,1,2,2,4,3,4,4,2,2,3,2,2,3,5,2,4,5,1,2,5,4,2
115056483310,45,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Texas,Suburban,"Single, never married",Graduated from college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,3,3,4,2,2,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3
115056480356,20,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Urban,"Single, never married",1 year of college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,5,5,1,4,5,4,5,4,4,3,4,3,4,5,4,5,4,4,3,4,4,1,4,4,1,4,2,1,5,3,4,5,4,2,NA,NA,NA,NA,NA,4,1,2,5
115056486823,29,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Washington,Suburban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,4,4,3,2,3,2,4,4,3,3,3,3,4,3,2,2,2,2,2,3,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,3,3,1,3,4,3,2,4
115056480391,56,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oregon,Urban,Divorced,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,4,NA,3,4,2,2,4,4,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,2,2,3,2,3,3,2,1,3,2,3,2,2,4,3,2,3,3,2,2,3,3,3
115056480303,48,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,New Jersey,Urban,Separated,11th grade,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,5,4,3,3,3,4,4,4,5,5,5,5,5,5,5,4,5,4,5,4,4,4,2,4,3,2,4,3,2,4,3,3,3,5,2,2,4,2,2,3,3,3,2,4
115056484317,48,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,Cohabiting with a significant other or in a domestic partnership,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,4,4,4,5,5,2,1,4,4,5,5,3,4,4,4,4,4,3,4,4,2,4,3,3,3,2,3,3,3,4,3,3,3,2,2,3,4,3,4,2,4,4,2,2,4,3,3
115056482241,60,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Urban,Divorced,Graduated from college,NA,NA,NA,NA,NA,Buddhism,NA,NA,NA,NA,NA,4,5,4,3,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,2,2,2,1,3,2,1,3,3,3,3,2,1,2,1,4,2,2,4,1,2,3,3,2,1,4
115056484045,38,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,3,3,3,3,2,3,4,4,4,4,2,4,3,4,4,3,3,4,3,3,3,3,2,2,3,3,2,2,2,3,3,5,3,1,3,3,4,3,2,3,1,3
115056479382,38,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,Married,1 year of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,5,3,3,2,4,4,2,4,4,4,3,4,3,4,3,4,3,3,3,3,4,3,2,3,3,4,4,3,2,4,3,3,3,4,3,3,3,3,3,2,2,3,2,4
115056483736,32,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,New York,Urban,"Single, never married",Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,4,4,3,2,4
115056480811,33,Gender fluid,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Urban,"Single, never married",Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,NA,4,2,2,2,2,2,2,2,2,2,3,3,3,3,4,2,3,4,2,2,2,2,2,2,2,2
115056481090,44,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,North Carolina,Urban,"Single, never married",2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,3,2,4,3,3,3,2,3,2,2,2,4,2,2,4,3,2,5,3,2,2,3,3,3
115056477928,28,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Arizona,Suburban,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115056477306,27,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,5,4,5,3,3,3,2,3,4,2,4,2,4,4,4,4,3,5,3,2,4,2,3,5,5,3,2,4
115056480290,21,Gender fluid,NA,NA,NA,Black or African American,Hispanic or Latino,NA,NA,White,NA,NA,New York,Urban,"Single, never married",2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,4,5,3,2,3,5,4,4,5,3,2,4,4,2,3,4,4,3,3,3,3,2,3,3,5,3,4,3,3,2,3,2,3,4,5,3,3,4,2,2,2,4,4
115056481062,38,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Exurban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,5,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,NA,3,4,3,3,3,3,3,2,2,3,1,3,3,3,2,2,2,2,2,4,2,3,3,4,2,4,3,3,2,4
115056479319,29,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,NA,3,4,3,3,3,4,4,2,2,1,2,2,3,3,2,4,3,2,2,2,2,2,4,4,2,4,3,1,4,1,4,2
115056481608,36,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Suburban,Married,Some graduate school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,2,3,2,2,3,3,4,3,2,3,2,3,2,2,3,2,1,1,1,2,2,2,3,3,3,4,2,3,3,2,1,2,3,5,3,3,2,3,5,2,2,4,4,2
115056475614,34,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Suburban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,Inter/Non-denominational,NA,NA,4,NA,4,4,3,4,2,1,3,3,4,3,4,4,4,3,3,4,3,4,4,2,4,4,4,3,2,4,3,2,4,2,2,4,3,3,4,4,2,2,4,2,2,4,4,2,2,4
